"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158"
0,5.32787609100342,0,7.77022314071655,0,0,6.45362520217896,0,6.31535816192627,7.4199800491333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494927406311,0,0,0,0,0,4.96981334686279,0,0,0,0,0,0,0,0,6.38181591033936,0,4.96981334686279,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066734314,0,1.60943794250488,0,0,1.7917594909668,0,0,0,0,0,0,0,9.15736103057861,0,0,0,0,0,0,0,0,0,0,0,0,6.1923623085022,0,0,0,0,0,0,0,0,7.80872917175293,0,6.73696708679199,0,0,0,0,0,3.7376697063446,0,0,7.82043933868408,0,1.7917594909668,0,0,0,8.2063102722168,7.21303176879883,8.88599395751953,9.40170383453369,2.70805025100708,0,7.8391318321228,3.7376697063446,9.6310224533081,8.79905796051025,7.15851402282715,7.51914978027344,0,0,0,2.94443893432617,3.36729574203491,0,0,0,0,0,0,0,7.49665260314941,0,0,0,0,0,0,0,0
0,8.37216758728027,0,8.36567211151123,0,0,7.33823823928833,0,8.06934261322021,8.53719234466553,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43858242034912,0,5.87773561477661,0,0,0,0,6.19031524658203,0,0,0,0,0,13.1901321411133,0,0,0,0,0,3.04452252388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29155158996582,0,4.06044292449951,0,0,0,0,0,0,0,0,0,0,7.5938777923584,0,0,0,0,0,0,0,0,4.24849510192871,0,0,4.70953035354614,0,0,0,0,2.63905739784241,0,0,4.47733688354492,0,7.80506706237793,0,0,0,11.5567893981934,7.77569580078125,12.2088088989258,10.0219373703003,8.0339822769165,0,11.4797201156616,11.4031553268433,10.4984979629517,11.321159362793,8.24196624755859,4.89784002304077,4.40671920776367,0,4.6913480758667,7.28276109695435,7.65444326400757,0,0,0,7.8609561920166,5.68017244338989,0,0,4.81218433380127,0,4.09434461593628,0,0,0,0,0,0
0,9.39432716369629,0,9.69621753692627,0,0,7.24422740936279,0,8.11222839355469,7.8062891960144,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48893785476685,0,11.6781940460205,0,0,0,0,8.65189933776855,0,0,0,0,5.79605770111084,13.0167512893677,0,0,5.74620342254639,0,9.46831035614014,10.4152030944824,0,0,7.75790643692017,0,0,0,0,0,0,5.81114101409912,0,0,0,0,0,0,0,6.80016994476318,0,0,0,0,0,0,0,4.88280200958252,0,0,0,9.77752780914307,10.9612951278687,0,5.55295944213867,0,0,0,0,0,0,0,0,0,0,8.17159938812256,0,0,0,0,0,0,0,0,2.89037179946899,0,5.09986639022827,9.88435554504395,0,0,0,0,4.52178859710693,0,8.78569221496582,7.13329601287842,0,9.79261207580566,0,0,0,9.34145641326904,6.45519876480103,13.3568029403687,9.41743564605713,9.43914794921875,5.12396383285522,10.5585432052612,11.5659446716309,9.48729038238525,9.8188009262085,7.98548412322998,6.40357398986816,0,0,10.0127010345459,6.34738922119141,7.10987949371338,0,0,0,8.46210289001465,0,0,8.77028369903564,8.63052177429199,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.40119743347168,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1511678695679,0,0,0,0,8.4819803237915,0,0,0,0,11.2252836227417,14.5117959976196,0,0,0,0,10.1998071670532,10.5121383666992,4.74493217468262,8.51978969573975,4.61512041091919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905739784241,0,4.00733327865601,0,0,0,0,0,0,0,0,0,0,11.1595735549927,0,0,0,0,0,0,0,0,0,0,0,0,3.82864141464233,0,0,0,0,0,0,0,0,1.60943794250488,0,0,0,0,0,0,0,0,0,0,7.84345626831055,0,5.61312818527222,0,0,0,12.546799659729,4.89784002304077,10.6366481781006,10.6453533172607,3.40119743347168,0,8.66060066223145,12.0197553634644,10.8515291213989,9.51789855957031,7.4336667060852,6.24027585983276,0,0,2.63905739784241,0,7.4460015296936,2.30258512496948,0,0,0,0,0,0,12.6071214675903,0,0,0,0,0,0,0,0
0,0,0,1.7917594909668,0,0,4.23410654067993,0,0,0,0,0,0,0,NA,0,0,0,0,0,2.89037179946899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4749116897583,0,0,0,0,0,3.91202306747437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87122440338135,0,0,0,0,0,0,0,6.18620872497559,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905739784241,0,0,0,0,0,0,0,7.5411524772644,0,0,2.70805025100708,0,2.30258512496948,0,0,0,10.7625513076782,6.56807804107666,9.40541362762451,10.6818714141846,0,5.67332315444946,8.02355194091797,7.87587928771973,4.96284484863281,7.89020824432373,8.07961845397949,5.4510383605957,9.07096290588379,0,0,5.68017244338989,7.31787633895874,0,0,0,0,0,0,0,6.59030103683472,0,2.30258512496948,0,0,0,0,0,0
0,0,0,0,0,0,0,3.29583692550659,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33271884918213,0,0,0,0,0,0,0,0,0,0,0,0,8.98557090759277,0,0,0,0,0,0,0,0,3.85014748573303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7917594909668,0,0,0,0,0,0,0,0,0,0,0,0,5.86363124847412,0,0,0,0,0,0,0,0,0,0,0,0,2.19722461700439,0,0,0,0,0,0,0,0,0,0,0,3.91202306747437,0,0,0,0,2.63905739784241,0,5.9322452545166,0,0,0,0,0,0,3.09104251861572,2.30258512496948,9.44335460662842,7.75705099105835,0,0,5.59098720550537,4.91998100280762,0,4.17438745498657,5.62762117385864,4.58496761322021,0,0,0,2.99573230743408,4.38202667236328,0,0,0,0,0,0,0,0,0,2.0794415473938,0,0,0,0,0,0
0,5.32300996780396,0,5.37989711761475,0,0,7.95997476577759,9.31533050537109,3.52636051177979,8.64892292022705,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58351898193359,0,3.58351898193359,0,0,0,0,5.8200831413269,0,0,0,0,9.68227958679199,12.7526760101318,0,0,2.94443893432617,0,8.97373199462891,1.94591009616852,0,0,4.1588830947876,0,0,0,6.94408702850342,0,0,0,0,0,0,0,0,7.07242202758789,0,1.7917594909668,0,0,0,0,0,0,0,0,0,0,0,0,10.9220819473267,0,4.09434461593628,0,0,0,0,0,0,0,0,0,0,9.78947830200195,0,0,0,0,0,0,0,0,6.07304430007935,0,0,9.34818744659424,0,9.26719284057617,0,0,6.45362520217896,0,0,8.30745887756348,0,7.95507431030273,0,0,0,13.6889505386353,7.52023458480835,11.1357707977295,12.2920618057251,8.56845664978027,8.08579444885254,11.8600406646729,9.62350940704346,8.9420690536499,10.0527696609497,9.60386753082275,8.49739837646484,8.83214950561523,0,0,6.73696708679199,8.03527927398682,0,0,0,8.75731182098389,0,0,5.08759641647339,9.09043025970459,0,5.2574954032898,0,0,0,0,0,0
0,2.99573230743408,0,8.1956090927124,0,0,7.94200658798218,0,3.97029185295105,2.4849066734314,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20469284057617,0,0,0,0,8.68050193786621,0,0,0,0,0,8.9589262008667,0,0,0,0,0,0,0,0,7.14282751083374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494927406311,0,0,0,0,0,0,0,6.41836500167847,0,0,0,0,0,0,0,0,0,0,0,0,8.00703430175781,0,0,0,0,0,0,0,0,8.01499652862549,0,5.00394630432129,5.50533151626587,0,0,0,0,2.30258512496948,0,0,9.21632289886475,0,8.25945854187012,0,0,0,8.42463874816895,6.63463354110718,8.77709293365479,7.57455825805664,0,0,9.26093864440918,6.69456195831299,9.68190574645996,7.89394521713257,6.34212160110474,2.7725887298584,0,0,0,2.56494927406311,3.49650764465332,0,0,0,2.19722461700439,0,0,0,0,0,7.473069190979,0,0,0,0,0,0
0,0,0,0,0,0,3.49650764465332,0,2.56494927406311,1.60943794250488,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8712010383606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06259489059448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07534599304199,0,0,0,6.38181591033936,2.70805025100708,8.123854637146,8.30325698852539,3.52636051177979,0,8.67419719696045,8.25997543334961,6.32793664932251,9.89389133453369,0,0,0,0,0,0,3.55534815788269,0,0,0,2.56494927406311,6.41017484664917,0,0,3.25809645652771,0,0,0,0,0,0,0,0
0,0,0,2.0794415473938,0,0,5.29330492019653,0,2.19722461700439,0,0,0,0,0,0,0,0,0,0,NA,10.1161766052246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60943794250488,0,0,0,0,8.88114166259766,11.2201910018921,0,0,0,0,0,0,0,0,7.45703220367432,0,0,0,2.4849066734314,0,0,4.07753753662109,0,0,0,0,0,8.62927150726318,0,6.10702276229858,0,3.7376697063446,0,0,4.33073329925537,0,0,0,0,0,0,0,10.9174671173096,0,4.38202667236328,0,0,0,0,0,0,0,9.3712682723999,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037179946899,7.00760078430176,0,0,0,0,1.94591009616852,0,5.1059455871582,0,0,0,0,0,0,8.59711265563965,6.81234502792358,10.1836919784546,11.4740810394287,7.20785999298096,4.11087369918823,10.6487522125244,10.0487995147705,5.99645185470581,7.69211339950562,9.94678688049316,9.88969326019287,9.25998687744141,0,4.38202667236328,6.45833826065063,8.08825492858887,0,0,0,8.38617324829102,4.33073329925537,0,8.0228967666626,7.70481204986572,0,6.5264949798584,0,0,0,0,0,0
